#,,,,Start,,,Highest Point,,,End,,,,,,
#,Date,Satellite,Brightness (mag),Time,Altitude,Azimuth,Time,Altitude,Azimuth,Time,Altitude,Azimuth,,,,
,13-Oct,STARLINK-3958,6.1,21:08:04,10°,NW,21:09:08,17°,WNW,21:09:08,17°,WNW,,,,
,13-Oct,STARLINK-2374,6.3,21:08:19,10°,SW,21:08:41,12°,SW,21:08:41,12°,SW,,,,
,13-Oct,STARLINK-4749,5.8,21:08:24,10°,SW,21:10:04,23°,WSW,21:10:04,23°,WSW,,,,
,13-Oct,STARLINK-2215,?,21:08:30,10°,WSW,21:12:05,19°,WNW,21:12:38,18°,NW,,,,
,13-Oct,STARLINK-3586,5.6,21:08:39,10°,WNW,21:11:01,27°,W,21:11:01,27°,W,,,,
,13-Oct,STARLINK-3834,6.2,21:09:15,10°,SSW,21:10:15,15°,S,21:10:15,15°,S,,,,
,13-Oct,STARLINK-2134,6.2,21:09:16,10°,W,21:12:28,20°,SW,21:15:12,12°,S,,,,
,13-Oct,STARLINK-1620,6.4,21:09:17,10°,W,21:11:08,12°,WNW,21:11:12,12°,WNW,,,,
,13-Oct,STARLINK-2163,6,21:09:21,10°,SSW,21:10:58,19°,S,21:10:58,19°,S,,,,
,13-Oct,STARLINK-1634,5,21:09:37,10°,SW,21:13:18,49°,SSW,21:13:18,49°,SSW,,,,
,13-Oct,STARLINK-2132,5.8,21:10:09,10°,SSW,21:11:53,23°,SSW,21:11:53,23°,SSW,,,,
,13-Oct,STARLINK-3851,6.2,21:10:23,10°,SSW,21:11:31,15°,S,21:11:31,15°,S,,,,
,13-Oct,STARLINK-4524,?,21:10:29,10°,W,21:13:34,19°,SW,21:15:45,13°,S,,,,
,13-Oct,STARLINK-2098,6.9,21:10:30,10°,SW,21:11:54,11°,SSW,21:13:20,10°,S,,,,
,13-Oct,STARLINK-4128,6.1,21:10:39,10°,SSW,21:11:54,17°,S,21:11:54,17°,S,,,,
,13-Oct,STARLINK-3299,5.7,21:10:43,10°,SW,21:12:46,26°,WSW,21:12:46,26°,WSW,,,,
,13-Oct,STARLINK-3294,5.9,21:11:14,10°,SSW,21:12:36,20°,SSW,21:12:36,20°,SSW,,,,
,13-Oct,STARLINK-3252,?,21:11:36,10°,SSW,21:12:47,18°,SSW,21:12:47,18°,SSW,,,,
,13-Oct,STARLINK-4174,6.2,21:11:39,10°,SSW,21:12:42,16°,S,21:12:42,16°,S,,,,
,13-Oct,STARLINK-2002,6.1,21:11:40,10°,SSW,21:13:16,18°,S,21:13:16,18°,S,,,,
,13-Oct,STARLINK-4180,5.6,21:11:48,10°,SW,21:14:03,27°,WSW,21:14:03,27°,WSW,,,,
,13-Oct,STARLINK-2359,6.1,21:11:57,10°,W,21:14:15,19°,SW,21:14:15,19°,SW,,,,
,13-Oct,STARLINK-1958,5.5,21:12:16,10°,SSW,21:15:00,33°,SSW,21:15:00,33°,SSW,,,,
,13-Oct,STARLINK-2433,6.2,21:12:17,10°,WSW,21:13:05,15°,WSW,21:13:05,15°,WSW,,,,
,13-Oct,STARLINK-2575,6.1,21:12:20,10°,SSW,21:13:37,17°,S,21:13:37,17°,S,,,,
,13-Oct,STARLINK-2355,6.1,21:12:23,10°,SSW,21:14:35,20°,S,21:14:35,20°,S,,,,
,13-Oct,STARLINK-4078,6.5,21:12:55,10°,S,21:13:25,11°,S,21:13:25,11°,S,,,,
,13-Oct,STARLINK-1741,5.9,21:13:03,10°,SW,21:14:31,22°,SW,21:14:31,22°,SW,,,,
,13-Oct,STARLINK-1623,6.5,21:13:08,10°,WSW,21:15:31,15°,SW,21:17:51,10°,S,,,,
,13-Oct,STARLINK-2737,6.3,21:13:13,10°,SSW,21:14:21,15°,S,21:14:21,15°,S,,,,
,13-Oct,STARLINK-4051,5.7,21:13:26,10°,SW,21:15:25,27°,SW,21:15:25,27°,SW,,,,
,13-Oct,STARLINK-1115,6.4,21:13:32,10°,W,21:14:09,12°,WNW,21:14:09,12°,WNW,,,,
,13-Oct,STARLINK-4777,5.8,21:13:33,10°,W,21:16:52,23°,SW,21:16:52,23°,SW,,,,
,13-Oct,STARLINK-4766,6.1,21:13:37,10°,WNW,21:14:48,17°,W,21:14:48,17°,W,,,,
,13-Oct,STARLINK-1770,5.3,21:13:42,10°,WNW,21:18:12,45°,SW,21:20:36,29°,SSE,,,,
,13-Oct,STARLINK-3877,6.3,21:13:43,10°,SSW,21:14:33,14°,S,21:14:33,14°,S,,,,
,13-Oct,STARLINK-2758,6.3,21:13:44,10°,WSW,21:18:37,24°,WNW,21:19:51,23°,NW,,,,
,13-Oct,STARLINK-4616,6,21:14:03,10°,W,21:16:30,20°,SW,21:16:30,20°,SW,,,,
,13-Oct,STARLINK-2614,5.9,21:14:06,10°,W,21:16:29,22°,WSW,21:16:29,22°,WSW,,,,
,13-Oct,STARLINK-3805,6.1,21:14:11,10°,SSW,21:15:22,17°,SSW,21:15:22,17°,SSW,,,,
,13-Oct,STARLINK-1085,6.4,21:14:15,10°,WSW,21:16:13,14°,SW,21:17:28,12°,SSW,,,,
,13-Oct,STARLINK-2078,6.2,21:14:15,10°,SSW,21:15:16,15°,S,21:15:16,15°,S,,,,
,13-Oct,STARLINK-1830,6.5,21:14:51,10°,S,21:15:33,12°,S,21:15:33,12°,S,,,,
,13-Oct,STARLINK-1482,5.9,21:15:09,10°,SSW,21:16:54,23°,SSW,21:16:54,23°,SSW,,,,
,13-Oct,STARLINK-3397,?,21:15:10,10°,WSW,21:17:44,16°,SW,21:19:45,12°,S,,,,
,13-Oct,STARLINK-1524,6,21:15:26,10°,W,21:18:35,21°,SW,21:19:14,20°,SSW,,,,
,13-Oct,STARLINK-1769,6.5,21:15:26,10°,SSW,21:15:29,10°,SSW,21:15:29,10°,SSW,,,,
,13-Oct,STARLINK-1721,6.4,21:15:32,10°,W,21:16:01,12°,W,21:16:01,12°,W,,,,
,13-Oct,STARLINK-2055,5.8,21:15:35,10°,W,21:19:18,26°,SW,21:19:49,26°,SSW,,,,
,13-Oct,STARLINK-4150,5.8,21:15:42,10°,SW,21:17:25,24°,SW,21:17:25,24°,SW,,,,
,13-Oct,STARLINK-1134,6,21:15:44,10°,SW,21:17:07,21°,SW,21:17:07,21°,SW,,,,
,13-Oct,STARLINK-2095,7.7,21:15:46,10°,SW,21:41:13,85°,NW,21:50:58,51°,NNE,,,,
,13-Oct,STARLINK-1767,7.2,21:16:01,10°,SW,21:23:10,19°,S,21:27:24,13°,SE,,,,
,13-Oct,STARLINK-1867,6.2,21:16:08,10°,SSW,21:17:05,16°,SSW,21:17:05,16°,SSW,,,,
,13-Oct,STARLINK-1896,6.4,21:16:13,10°,SSW,21:16:39,12°,SSW,21:16:39,12°,SSW,,,,
,13-Oct,STARLINK-2045,6.4,21:16:26,10°,S,21:17:50,14°,S,21:17:50,14°,S,,,,
,13-Oct,STARLINK-1332,6.3,21:16:57,10°,WSW,21:18:54,14°,SW,21:18:54,14°,SW,,,,
,13-Oct,STARLINK-2295,6.1,21:16:59,10°,SW,21:18:07,18°,SW,21:18:07,18°,SW,,,,
,13-Oct,STARLINK-1978,7.6,21:17:31,10°,SW,21:27:30,30°,SSE,21:35:12,19°,ESE,,,,
,13-Oct,STARLINK-3460,?,21:17:43,10°,WNW,21:17:58,11°,WNW,21:17:58,11°,WNW,,,,
,13-Oct,STARLINK-1299,5.9,21:17:57,10°,WSW,21:20:38,23°,W,21:20:38,23°,W,,,,
,13-Oct,STARLINK-2615,6.1,21:18:02,10°,WNW,21:19:37,19°,W,21:19:37,19°,W,,,,
,13-Oct,STARLINK-2388,6.4,21:18:11,10°,S,21:19:09,14°,S,21:19:09,14°,S,,,,
,13-Oct,STARLINK-2339,6.5,21:18:15,10°,W,21:18:40,11°,W,21:18:40,11°,W,,,,
,13-Oct,STARLINK-3183,?,21:18:19,10°,SW,21:19:50,12°,SSW,21:21:20,10°,S,,,,
,13-Oct,TYVAK-0130,?,21:18:50,10°,W,21:20:10,12°,WNW,21:20:10,12°,WNW,,,,
,13-Oct,STARLINK-2244,?,21:18:54,10°,WSW,21:22:36,16°,SSW,21:26:26,10°,SSE,,,,
,13-Oct,STARLINK-3796,6.2,21:19:18,10°,SSW,21:20:27,17°,SSW,21:20:27,17°,SSW,,,,
,13-Oct,STARLINK-3767,5.9,21:19:19,10°,SW,21:21:04,24°,SW,21:21:04,24°,SW,,,,
,13-Oct,STARLINK-4109,6.5,21:19:20,10°,S,21:19:48,12°,S,21:19:48,12°,S,,,,
,13-Oct,STARLINK-3331,6.3,21:19:54,10°,SSW,21:20:51,16°,SSW,21:20:51,16°,SSW,,,,
,13-Oct,STARLINK-4809,6.7,21:20:08,10°,WSW,21:21:53,12°,SSW,21:23:37,10°,S,,,,
,13-Oct,STARLINK-2505,6.8,21:20:21,10°,SW,21:22:06,12°,SSW,21:23:51,10°,S,,,,
,13-Oct,STARLINK-3368,?,21:20:22,10°,SW,21:21:55,11°,SSW,21:23:30,10°,S,,,,
,13-Oct,STARLINK-4629,5.8,21:20:26,10°,SW,21:22:34,28°,SW,21:22:34,28°,SW,,,,
,13-Oct,STARLINK-4166,6,21:20:30,10°,SW,21:21:57,21°,SW,21:21:57,21°,SW,,,,
,13-Oct,STARLINK-2687,6.4,21:20:33,10°,W,21:22:19,15°,WNW,21:22:19,15°,WNW,,,,
,13-Oct,STARLINK-1965,6.4,21:20:34,10°,SSW,21:20:57,12°,SSW,21:20:57,12°,SSW,,,,
,13-Oct,STARLINK-1140,6.2,21:20:35,10°,SSW,21:22:00,18°,S,21:22:00,18°,S,,,,
,13-Oct,STARLINK-3609,6.3,21:20:59,10°,SSW,21:22:16,16°,S,21:22:16,16°,S,,,,
,13-Oct,STARLINK-4646,5.4,21:21:21,10°,SW,21:25:13,39°,WSW,21:25:13,39°,WSW,,,,
,13-Oct,STARLINK-1681,7.2,21:21:28,10°,WSW,21:25:03,17°,SSW,21:29:20,10°,SSE,,,,
,13-Oct,STARLINK-1797,6.7,21:21:44,10°,S,21:21:45,10°,S,21:21:45,10°,S,,,,
,13-Oct,STARLINK-1154,5.9,21:22:03,10°,W,21:24:42,26°,WSW,21:24:42,26°,WSW,,,,
,13-Oct,STARLINK-2624,6.3,21:22:06,10°,SSW,21:23:45,17°,S,21:23:45,17°,S,,,,
,13-Oct,STARLINK-1959,6.6,21:22:09,10°,WSW,21:23:00,12°,SW,21:23:00,12°,SW,,,,
,13-Oct,STARLINK-3827,6.6,21:22:10,10°,S,21:22:26,11°,S,21:22:26,11°,S,,,,
,13-Oct,STARLINK-1966,6.5,21:22:13,10°,WSW,21:23:53,12°,SW,21:24:20,12°,SSW,,,,
,13-Oct,STARLINK-2020,6.3,21:22:32,10°,SSW,21:23:32,15°,SSW,21:23:32,15°,SSW,,,,
,13-Oct,STARLINK-4500,?,21:22:32,10°,WSW,21:24:52,14°,SW,21:26:40,11°,S,,,,
,13-Oct,STARLINK-2698,6.4,21:22:59,10°,W,21:24:32,15°,WNW,21:24:32,15°,WNW,,,,
,13-Oct,STARLINK-1094,6.3,21:23:13,10°,SSW,21:24:13,16°,SSW,21:24:13,16°,SSW,,,,
,13-Oct,STARLINK-4147,6.4,21:23:20,10°,SSW,21:24:09,15°,SSW,21:24:09,15°,SSW,,,,
,13-Oct,STARLINK-3820,6.5,21:23:37,10°,SSW,21:24:12,13°,SSW,21:24:12,13°,SSW,,,,
,13-Oct,STARLINK-4009,6.5,21:23:48,10°,W,21:25:04,13°,W,21:25:04,13°,W,,,,
,13-Oct,STARLINK-3399,?,21:24:07,10°,W,21:25:18,16°,W,21:25:18,16°,W,,,,
,13-Oct,STARLINK-2647,6.1,21:24:33,10°,W,21:26:40,20°,WSW,21:26:40,20°,WSW,,,,
,13-Oct,STARLINK-4712,?,21:24:39,10°,WSW,21:26:51,14°,SW,21:27:50,13°,SSW,,,,
,13-Oct,STARLINK-1625,6.9,21:24:40,10°,SW,21:25:51,11°,SSW,21:27:03,10°,SSW,,,,
,13-Oct,STARLINK-2171,6.4,21:25:05,10°,SSW,21:26:09,16°,SSW,21:26:09,16°,SSW,,,,
,13-Oct,STARLINK-4006,6.5,21:25:14,10°,W,21:26:00,13°,W,21:26:00,13°,W,,,,
,13-Oct,STARLINK-4146,6.2,21:25:28,10°,SW,21:26:36,18°,SW,21:26:36,18°,SW,,,,
,13-Oct,STARLINK-1917,6.5,21:25:33,10°,SSW,21:25:56,12°,SSW,21:25:56,12°,SSW,,,,
,13-Oct,STARLINK-1941,6.3,21:26:02,10°,WSW,21:27:11,18°,WSW,21:27:11,18°,WSW,,,,
,13-Oct,STARLINK-4075,6.5,21:26:12,10°,W,21:26:48,12°,W,21:26:48,12°,W,,,,
,13-Oct,STARLINK-1828,6.7,21:26:54,10°,S,21:27:22,11°,S,21:27:22,11°,S,,,,
,13-Oct,STARLINK-1185,6.5,21:27:16,10°,S,21:28:12,14°,S,21:28:12,14°,S,,,,
,13-Oct,STARLINK-3316,6.5,21:27:30,10°,SW,21:28:10,14°,SSW,21:28:10,14°,SSW,,,,
,13-Oct,STARLINK-1883,6.3,21:27:36,10°,SW,21:28:50,18°,SW,21:28:50,18°,SW,,,,
,13-Oct,STARLINK-1601,6.9,21:27:41,10°,SW,21:28:48,11°,SSW,21:29:55,10°,SSW,,,,
,13-Oct,STARLINK-4134,6.6,21:28:26,10°,SSW,21:28:45,12°,SSW,21:28:45,12°,SSW,,,,
,13-Oct,STARLINK-3330,6.3,21:28:39,10°,SW,21:29:39,17°,SW,21:29:39,17°,SW,,,,
,13-Oct,STARLINK-1766,6.3,21:28:40,10°,SW,21:39:12,39°,WNW,21:41:01,35°,NW,,,,
,13-Oct,STARLINK-3934,6.9,21:28:42,10°,SW,21:30:13,11°,SSW,21:31:41,10°,SSW,,,,
,13-Oct,STARLINK-4209,?,21:29:03,10°,WSW,21:31:40,16°,SW,21:32:03,16°,SSW,,,,
,13-Oct,STARLINK-4054,6.6,21:29:12,10°,W,21:29:34,11°,W,21:29:34,11°,W,,,,
,13-Oct,STARLINK-3154,6.6,21:29:49,10°,SSW,21:30:15,12°,S,21:30:15,12°,S,,,,
,13-Oct,STARLINK-2378,6.4,21:30:22,10°,SSW,21:31:48,17°,S,21:31:48,17°,S,,,,
,13-Oct,STARLINK-4664,?,21:30:39,10°,W,21:31:08,12°,W,21:31:08,12°,W,,,,
,13-Oct,STARLINK-2475,6.4,21:30:57,10°,WSW,21:32:01,17°,WSW,21:32:01,17°,WSW,,,,
,13-Oct,STARLINK-2543,6.3,21:31:09,10°,W,21:34:22,19°,SW,21:34:51,19°,SSW,,,,
,13-Oct,STARLINK-3271,?,21:31:12,10°,WSW,21:33:05,13°,SW,21:33:12,13°,SSW,,,,
,13-Oct,STARLINK-1320,8,21:31:13,10°,SW,21:42:59,27°,S,21:53:20,10°,ESE,,,,
,13-Oct,STARLINK-3179,?,21:31:37,10°,WSW,21:34:01,15°,SSW,21:34:28,14°,SSW,,,,
,13-Oct,STARLINK-1143,6.8,21:32:08,10°,NNW,21:52:19,30°,ESE,21:56:43,10°,SE,,,,
,13-Oct,STARLINK-5008,8.2,21:32:14,10°,WSW,21:47:24,30°,SSW,21:58:51,10°,SE,,,,
,13-Oct,STARLINK-4780,6.8,21:32:32,10°,SW,21:33:33,11°,SSW,21:34:35,10°,SSW,,,,
,13-Oct,STARLINK-1043,6.2,21:33:01,10°,SW,21:34:44,22°,SW,21:34:44,22°,SW,,,,
,13-Oct,STARLINK-1036,6.4,21:33:15,10°,SW,21:34:27,18°,SW,21:34:27,18°,SW,,,,
,13-Oct,STARLINK-3817,6.6,21:33:18,10°,W,21:34:13,13°,W,21:34:13,13°,W,,,,
,13-Oct,STARLINK-1083,6.7,21:33:19,10°,S,21:34:48,14°,S,21:34:48,14°,S,,,,
,13-Oct,STARLINK-4059,6.4,21:33:21,10°,WSW,21:34:36,18°,WSW,21:34:36,18°,WSW,,,,
,13-Oct,STARLINK-4179,6.5,21:33:35,10°,SW,21:34:15,14°,SSW,21:34:15,14°,SSW,,,,
,13-Oct,STARLINK-2037,6.8,21:33:39,10°,SW,21:34:43,11°,SSW,21:35:46,10°,SSW,,,,
,13-Oct,STARLINK-2688,6.4,21:33:54,10°,WSW,21:35:02,17°,WSW,21:35:02,17°,WSW,,,,
,13-Oct,STARLINK-1264,6.5,21:33:55,10°,SW,21:34:38,15°,SW,21:34:38,15°,SW,,,,
,13-Oct,STARLINK-3625,6.6,21:34:11,10°,SSW,21:34:49,13°,S,21:34:49,13°,S,,,,
,13-Oct,STARLINK-4346,5.4,21:34:15,49°,WSW,21:34:15,49°,WSW,21:38:42,10°,SSW,,,,
,13-Oct,STARLINK-4135,6.7,21:34:18,10°,SSW,21:34:30,11°,SSW,21:34:30,11°,SSW,,,,
,13-Oct,STARLINK-3391,?,21:34:26,10°,WSW,21:36:35,14°,SSW,21:36:53,14°,SSW,,,,
,13-Oct,STARLINK-2133,6.1,21:34:32,10°,SW,21:36:45,25°,SW,21:36:45,25°,SW,,,,
,13-Oct,STARLINK-2619,7.4,21:34:35,10°,NNW,21:38:45,23°,NNW,21:38:45,23°,NNW,,,,
,13-Oct,STARLINK-5045,6.4,21:34:52,10°,SSW,21:36:03,17°,SSW,21:36:03,17°,SSW,,,,
,13-Oct,STARLINK-1166,6.5,21:35:07,10°,W,21:36:32,15°,WSW,21:36:32,15°,WSW,,,,
,13-Oct,STARLINK-5059,6.1,21:35:12,10°,SW,21:37:13,24°,WSW,21:37:13,24°,WSW,,,,
,13-Oct,STARLINK-4779,6.6,21:35:49,10°,WSW,21:37:05,14°,WSW,21:37:05,14°,WSW,,,,
,13-Oct,STARLINK-2659,6.4,21:36:06,10°,WSW,21:37:14,17°,WSW,21:37:14,17°,WSW,,,,
,13-Oct,STARLINK-1666,6.2,21:36:14,10°,WSW,21:38:28,23°,W,21:38:28,23°,W,,,,
,13-Oct,STARLINK-2467,6.6,21:36:30,10°,WSW,21:38:34,13°,SSW,21:38:57,13°,SSW,,,,
,13-Oct,STARLINK-1588,6.7,21:36:38,10°,WSW,21:37:13,12°,WSW,21:37:13,12°,WSW,,,,
,13-Oct,STARLINK-3327,6.6,21:36:44,10°,WSW,21:37:22,13°,WSW,21:37:22,13°,WSW,,,,
,13-Oct,STARLINK-3292,?,21:36:52,10°,SSW,21:38:01,17°,SSW,21:38:01,17°,SSW,,,,
,13-Oct,STARLINK-3929,6.7,21:37:32,10°,WSW,21:39:42,13°,SW,21:40:22,13°,SSW,,,,
,13-Oct,STARLINK-1683,5.6,21:38:31,10°,SW,21:46:52,86°,SE,21:46:52,86°,SE,,,,
,13-Oct,STARLINK-2546,6.7,21:39:01,10°,SSW,21:39:22,12°,SSW,21:39:22,12°,SSW,,,,
,13-Oct,STARLINK-4784,6.8,21:39:52,10°,W,21:39:52,10°,W,21:39:52,10°,W,,,,
,13-Oct,STARLINK-4490,?,21:40:03,10°,W,21:40:50,13°,W,21:40:50,13°,W,,,,
,13-Oct,STARLINK-3156,6.5,21:40:09,10°,SW,21:41:15,17°,SW,21:41:15,17°,SW,,,,
,13-Oct,STARLINK-1176,7.4,21:40:15,10°,SW,22:01:01,36°,WNW,22:06:54,25°,NNW,,,,
,13-Oct,STARLINK-4170,6.7,21:40:34,10°,WSW,21:41:06,13°,WSW,21:41:06,13°,WSW,,,,
,13-Oct,STARLINK-2237,?,21:40:46,10°,WSW,21:40:54,11°,WSW,21:40:54,11°,WSW,,,,
,13-Oct,STARLINK-1783,6.2,21:41:30,10°,WSW,21:43:50,24°,WSW,21:43:50,24°,WSW,,,,
,13-Oct,STARLINK-1572,6.7,21:41:40,10°,W,21:42:11,12°,WSW,21:42:11,12°,WSW,,,,
,13-Oct,STARLINK-2178,6.8,21:42:22,10°,SSW,21:42:34,11°,SSW,21:42:34,11°,SSW,,,,
,13-Oct,STARLINK-2340,7.6,21:42:42,10°,SSW,21:45:19,12°,S,21:48:19,10°,SSE,,,,
,13-Oct,STARLINK-3811,6.7,21:43:06,10°,WSW,21:43:36,13°,WSW,21:43:36,13°,WSW,,,,
,13-Oct,STARLINK-1121,7,21:43:18,10°,SW,21:45:24,13°,SSW,21:47:31,10°,S,,,,
,13-Oct,STARLINK-1270,6.8,21:43:23,10°,S,21:43:52,11°,S,21:43:52,11°,S,,,,
,13-Oct,STARLINK-1323,7.8,21:43:25,10°,SSW,21:52:15,30°,SSE,22:11:35,10°,E,,,,
,13-Oct,STARLINK-1231,5.8,21:43:46,10°,WNW,21:54:41,14°,SSE,21:55:48,10°,SSE,,,,
,13-Oct,STARLINK-2643,6.6,21:43:59,10°,SSW,21:45:25,17°,S,21:45:25,17°,S,,,,
,13-Oct,STARLINK-5149,6.8,21:44:04,10°,SSW,21:44:15,11°,SSW,21:44:15,11°,SSW,,,,
,13-Oct,STARLINK-2613,6.4,21:44:55,10°,SW,21:46:30,21°,SSW,21:46:30,21°,SSW,,,,
,13-Oct,STARLINK-1037,5.8,21:45:11,10°,SW,21:49:28,39°,WSW,21:49:28,39°,WSW,,,,
,13-Oct,STARLINK-2083,6.4,21:45:12,10°,SW,21:46:55,21°,SSW,21:46:55,21°,SSW,,,,
,13-Oct,STARLINK-4145,6.8,21:45:13,10°,WSW,21:45:20,10°,WSW,21:45:20,10°,WSW,,,,
,13-Oct,STARLINK-4639,6.8,21:45:33,10°,S,21:46:30,12°,S,21:46:30,12°,S,,,,
,13-Oct,STARLINK-2485,6.9,21:45:53,10°,WSW,21:45:55,10°,WSW,21:45:55,10°,WSW,,,,
,13-Oct,STARLINK-3852,6.9,21:46:06,10°,SSW,21:46:14,11°,SSW,21:46:14,11°,SSW,,,,
,13-Oct,STARLINK-2574,6.8,21:46:18,10°,WSW,21:46:35,11°,WSW,21:46:35,11°,WSW,,,,
,13-Oct,STARLINK-4125,6.9,21:46:23,10°,SSW,21:46:28,10°,SSW,21:46:28,10°,SSW,,,,
,13-Oct,STARLINK-3349,6.6,21:46:33,10°,WSW,21:47:31,16°,WSW,21:47:31,16°,WSW,,,,
,13-Oct,STARLINK-4101,6.9,21:46:40,10°,SW,21:46:51,11°,SW,21:46:51,11°,SW,,,,
,13-Oct,STARLINK-4141,6.9,21:46:42,10°,SW,21:46:47,11°,SW,21:46:47,11°,SW,,,,
,13-Oct,STARLINK-1395,6.5,21:47:15,10°,SSW,21:49:04,18°,S,21:49:04,18°,S,,,,
,13-Oct,STARLINK-3819,6.8,21:47:42,10°,SSW,21:47:55,11°,SSW,21:47:55,11°,SSW,,,,
,13-Oct,STARLINK-3686,6.8,21:47:46,10°,WSW,21:48:23,12°,W,21:48:23,12°,W,,,,
,13-Oct,STARLINK-4755,6.8,21:48:04,10°,WSW,21:48:50,12°,SW,21:48:50,12°,SW,,,,
,13-Oct,STARLINK-1226,6.8,21:48:15,10°,S,21:49:20,14°,S,21:49:20,14°,S,,,,
,13-Oct,STARLINK-3114,6.7,21:48:20,10°,WSW,21:49:07,13°,W,21:49:07,13°,W,,,,
,13-Oct,STARLINK-2411,6.6,21:48:28,10°,SSW,21:49:29,16°,SSW,21:49:29,16°,SSW,,,,
,13-Oct,STARLINK-2641,6.8,21:48:28,10°,SW,21:48:59,13°,SW,21:48:59,13°,SW,,,,
,13-Oct,STARLINK-3325,6.9,21:49:25,10°,WSW,21:49:34,11°,WSW,21:49:34,11°,WSW,,,,
,13-Oct,STARLINK-3807,6.9,21:50:01,10°,SW,21:50:14,11°,SW,21:50:14,11°,SW,,,,
,13-Oct,STARLINK-3824,6.6,21:50:05,10°,SW,21:51:07,16°,SW,21:51:07,16°,SW,,,,
,13-Oct,STARLINK-3800,6.9,21:50:34,10°,SW,21:50:42,11°,SW,21:50:42,11°,SW,,,,
,13-Oct,STARLINK-2484,6.9,21:50:43,10°,WSW,21:50:54,11°,WSW,21:50:54,11°,WSW,,,,
,13-Oct,STARLINK-5105,6.8,21:50:47,10°,SSW,21:51:22,13°,SSW,21:51:22,13°,SSW,,,,
,13-Oct,STARLINK-3121,6.8,21:50:48,10°,SW,21:51:23,14°,SW,21:51:23,14°,SW,,,,
,13-Oct,STARLINK-2319,6.9,21:51:11,10°,SSW,21:51:18,11°,SSW,21:51:18,11°,SSW,,,,
,13-Oct,STARLINK-3713,6.7,21:51:11,10°,SSW,21:52:12,16°,SSW,21:52:12,16°,SSW,,,,
,13-Oct,STARLINK-1147,8.2,21:51:21,10°,N,22:48:08,26°,E,22:53:06,10°,ESE,,,,
,13-Oct,STARLINK-3930,6.9,21:52:20,10°,WSW,21:53:04,12°,WSW,21:53:04,12°,WSW,,,,
,13-Oct,STARLINK-1646,6.8,21:53:19,10°,WSW,21:54:09,13°,WSW,21:54:09,13°,WSW,,,,
,13-Oct,STARLINK-2432,6.4,21:53:35,10°,WNW,21:56:16,22°,W,21:56:16,22°,W,,,,
,13-Oct,STARLINK-1271,6.9,21:54:24,10°,W,21:54:50,12°,WSW,21:54:50,12°,WSW,,,,
,13-Oct,STARLINK-1700,6.9,21:55:09,10°,WSW,22:04:18,40°,NW,22:06:08,38°,NW,,,,
,13-Oct,STARLINK-1669,8,21:55:13,10°,WSW,22:06:35,27°,S,22:17:11,10°,SE,,,,
,13-Oct,STARLINK-4066,6.8,21:56:15,10°,WSW,21:57:06,14°,WSW,21:57:06,14°,WSW,,,,
,13-Oct,STARLINK-1829,7.5,21:57:14,10°,SSW,21:58:46,11°,SSW,22:00:20,10°,S,,,,
,13-Oct,STARLINK-1026,6.8,21:58:12,10°,SW,21:58:49,14°,SW,21:58:49,14°,SW,,,,
,13-Oct,STARLINK-2637,6.8,21:58:20,10°,SSW,21:59:00,14°,SSW,21:59:00,14°,SSW,,,,
,13-Oct,STARLINK-2209,7,21:59:30,10°,SW,21:59:45,11°,SW,21:59:45,11°,SW,,,,
,13-Oct,STARLINK-1580,7,22:00:17,10°,SSW,22:00:28,11°,SSW,22:00:28,11°,SSW,,,,
,13-Oct,STARLINK-1052,6.9,22:00:28,10°,WSW,22:00:52,12°,W,22:00:52,12°,W,,,,
,13-Oct,STARLINK-2591,6.8,22:01:50,10°,SSW,22:02:32,14°,SSW,22:02:32,14°,SSW,,,,
,13-Oct,STARLINK-1918,7.7,22:01:52,10°,SW,22:06:53,16°,S,22:11:41,10°,SSE,,,,
,13-Oct,FALCON 9 DEB,?,22:02:47,10°,S,22:04:48,11°,SSE,22:06:06,11°,SSE,,,,
,13-Oct,STARLINK-2626,7.7,22:03:52,10°,SW,22:09:37,17°,SSW,22:14:47,10°,SSE,,,,
,13-Oct,STARLINK-2114,6.9,22:04:21,10°,SSW,22:04:51,13°,SSW,22:04:51,13°,SSW,,,,
,13-Oct,STARLINK-2394,6.9,22:04:25,10°,WSW,22:04:58,13°,WSW,22:04:58,13°,WSW,,,,
,13-Oct,STARLINK-1029,7.9,22:05:04,10°,SW,22:50:15,47°,WNW,22:56:34,39°,NW,,,,
,13-Oct,STARLINK-1695,6.9,22:05:22,10°,SW,22:06:04,14°,WSW,22:06:04,14°,WSW,,,,
,13-Oct,STARLINK-1547,6.8,22:06:15,10°,WSW,22:09:51,18°,SSW,22:14:03,10°,SSE,,,,
,13-Oct,STARLINK-2628,6.9,22:06:34,10°,SW,22:07:13,14°,SSW,22:07:13,14°,SSW,,,,
,13-Oct,STARLINK-1056,8.4,22:07:32,10°,SW,22:28:54,24°,W,22:41:47,10°,NW,,,,
,13-Oct,STARLINK-1325,6.5,22:07:46,10°,W,22:12:23,26°,WSW,22:12:23,26°,WSW,,,,
,13-Oct,STARLINK-1131,7,22:08:11,10°,WSW,22:08:37,12°,W,22:08:37,12°,W,,,,
,13-Oct,STARLINK-3303,?,22:08:24,10°,SW,22:11:27,14°,SSW,22:14:30,10°,S,,,,
