#,,,,Start,,,Highest Point,,,End,,,,,,
#,Date,Satellite,Brightness (mag),Time,Altitude,Azimuth,Time,Altitude,Azimuth,Time,Altitude,Azimuth,,,,
,15-Oct,STARLINK-2038,5.2,4:03:14,13°,SSW,4:05:53,29°,SE,4:09:06,10°,ENE,,,,
,15-Oct,STARLINK-1593,6.8,4:03:20,10°,SSE,4:04:30,11°,SSE,4:05:39,10°,SE,,,,
,15-Oct,STARLINK-1553,3.8,4:03:21,78°,WNW,4:03:39,85°,SW,4:09:01,10°,SE,,,,
,15-Oct,STARLINK-4562,5.6,4:03:24,10°,S,4:03:53,13°,S,4:03:53,13°,S,,,,
,15-Oct,STARLINK-1470,6.8,4:03:57,10°,N,4:11:12,34°,ENE,4:19:09,10°,ESE,,,,
,15-Oct,STARLINK-4551,4.4,4:04:06,40°,SSW,4:04:06,40°,SSW,4:07:31,10°,SSE,,,,
,15-Oct,STARLINK-3396,?,4:04:14,10°,SSW,4:07:28,22°,SE,4:10:40,10°,E,,,,
,15-Oct,STARLINK-3727,3.6,4:04:15,81°,SE,4:04:15,81°,SE,4:08:15,10°,SE,,,,
,15-Oct,STARLINK-2447,7,4:04:33,10°,S,4:06:37,12°,SSE,4:08:42,10°,SE,,,,
,15-Oct,STARLINK-1732,6.5,4:04:33,10°,S,4:06:28,13°,SE,4:08:28,10°,ESE,,,,
,15-Oct,STARLINK-3347,5.8,4:04:36,18°,NNE,4:06:58,25°,NE,4:10:54,10°,ESE,,,,
,15-Oct,STARLINK-4533,?,4:04:43,10°,SSW,4:08:52,44°,SE,4:13:17,10°,ENE,,,,
,15-Oct,STARLINK-3678,3.6,4:04:48,75°,NE,4:04:48,75°,NE,4:08:58,10°,SE,,,,
,15-Oct,STARLINK-4809,6,4:04:52,13°,NNE,4:04:52,13°,NNE,4:05:22,10°,NNE,,,,
,15-Oct,STARLINK-1203,5.9,4:05:06,13°,SSW,4:05:06,13°,SSW,4:06:20,10°,S,,,,
,15-Oct,STARLINK-2648,6.9,4:05:17,10°,S,4:08:26,16°,SSE,4:11:42,10°,ESE,,,,
,15-Oct,STARLINK-2583,6.7,4:05:31,10°,S,4:07:56,14°,SE,4:10:24,10°,ESE,,,,
,15-Oct,STARLINK-3704,?,4:05:33,36°,SSW,4:05:33,36°,SSW,4:08:49,10°,SSE,,,,
,15-Oct,STARLINK-3914,?,4:05:53,31°,SSW,4:05:53,31°,SSW,4:09:07,10°,SSE,,,,
,15-Oct,STARLINK-1879,6.2,4:06:08,10°,SSW,4:06:08,10°,SSW,4:06:15,10°,SSW,,,,
,15-Oct,STARLINK-5112,6.4,4:06:10,10°,NE,4:06:58,11°,ENE,4:07:46,10°,ENE,,,,
,15-Oct,STARLINK-2076,3.5,4:06:28,89°,SE,4:06:28,89°,SE,4:10:41,10°,SE,,,,
,15-Oct,STARLINK-1642,7.7,4:06:40,10°,SW,4:17:39,33°,SSE,4:27:18,10°,E,,,,
,15-Oct,STARLINK-1414,4.1,4:06:43,44°,NE,4:06:43,44°,NE,4:09:21,10°,NE,,,,
,15-Oct,STARLINK-4349,4.9,4:06:45,10°,SSE,4:10:37,40°,E,4:13:22,16°,NNE,,,,
,15-Oct,STARLINK-3990,5.2,4:06:51,18°,SSE,4:06:51,18°,SSE,4:07:46,10°,SSE,,,,
,15-Oct,STARLINK-3654,?,4:06:56,10°,S,4:08:29,12°,SE,4:10:02,10°,ESE,,,,
,15-Oct,STARLINK-1594,5.9,4:07:19,14°,SSW,4:07:19,14°,SSW,4:09:13,10°,S,,,,
,15-Oct,STARLINK-4479,?,4:07:24,10°,SSE,4:08:10,10°,SSE,4:08:57,10°,SE,,,,
,15-Oct,STARLINK-3364,?,4:07:27,10°,S,4:09:57,15°,SE,4:12:25,10°,ESE,,,,
,15-Oct,STARLINK-2081,4.2,4:07:27,46°,NNE,4:07:59,49°,NE,4:12:02,10°,SE,,,,
,15-Oct,STARLINK-3986,6.1,4:07:33,11°,NNE,4:07:33,11°,NNE,4:07:41,10°,NNE,,,,
,15-Oct,STARLINK-4586,6.3,4:07:35,10°,SSW,4:07:35,10°,SSW,4:08:06,10°,SSW,,,,
,15-Oct,STARLINK-2224,?,4:07:53,23°,SW,4:07:53,23°,SW,4:11:34,10°,SSE,,,,
,15-Oct,STARLINK-1709,4.5,4:07:57,20°,SSW,4:10:15,44°,SE,4:14:04,10°,ENE,,,,
,15-Oct,STARLINK-1230,5.2,4:07:59,25°,SSW,4:07:59,25°,SSW,4:11:08,10°,SSE,,,,
,15-Oct,STARLINK-2505,6.2,4:08:07,10°,NNE,4:08:07,10°,NNE,4:08:11,10°,NNE,,,,
,15-Oct,STARLINK-1319,4.8,4:08:07,32°,NNE,4:09:12,37°,NE,4:13:16,10°,ESE,,,,
,15-Oct,STARLINK-3933,6.1,4:08:16,10°,SSW,4:11:47,24°,SE,4:15:27,10°,E,,,,
,15-Oct,STARLINK-4739,?,4:08:21,18°,SSW,4:11:00,48°,SE,4:14:48,10°,ENE,,,,
,15-Oct,STARLINK-3505,?,4:08:35,10°,S,4:11:27,18°,SE,4:14:18,10°,E,,,,
,15-Oct,STARLINK-3687,5.6,4:08:40,19°,SSW,4:08:40,19°,SSW,4:11:28,10°,S,,,,
,15-Oct,STARLINK-1446,4.5,4:08:51,40°,SW,4:08:51,40°,SW,4:13:09,10°,SSE,,,,
,15-Oct,STARLINK-3764,6.8,4:08:54,10°,S,4:10:47,12°,SSE,4:12:44,10°,ESE,,,,
,15-Oct,STARLINK-1200,4.6,4:08:58,28°,NE,4:08:58,28°,NE,4:11:47,10°,ESE,,,,
,15-Oct,STARLINK-4126,?,4:08:59,10°,SSW,4:12:40,23°,SE,4:16:25,10°,E,,,,
,15-Oct,STARLINK-2086,6.4,4:09:04,23°,WSW,4:12:59,35°,SSW,4:24:21,10°,SE,,,,
,15-Oct,STARLINK-3970,5.3,4:09:05,21°,NNE,4:10:30,26°,NE,4:14:01,10°,ESE,,,,
,15-Oct,STARLINK-3943,5.8,4:09:21,15°,NNE,4:11:12,20°,ENE,4:14:19,10°,ESE,,,,
,15-Oct,STARLINK-3893,5,4:09:22,10°,SSW,4:13:27,42°,SE,4:17:48,10°,ENE,,,,
,15-Oct,STARLINK-4429,?,4:09:25,10°,S,4:12:09,28°,SW,4:12:09,28°,SW,,,,
,15-Oct,STARLINK-3348,6.5,4:09:25,10°,N,4:13:51,23°,ENE,4:18:34,10°,ESE,,,,
,15-Oct,STARLINK-4043,?,4:09:45,10°,S,4:12:10,14°,SSE,4:14:36,10°,ESE,,,,
,15-Oct,STARLINK-1143,7.3,4:09:47,10°,SSW,4:15:27,19°,SSE,4:19:52,10°,ESE,,,,
,15-Oct,STARLINK-3174,5.5,4:09:56,13°,S,4:09:56,13°,S,4:10:34,10°,S,,,,
,15-Oct,STARLINK-3521,?,4:10:02,10°,SSW,4:13:20,21°,SE,4:16:37,10°,E,,,,
,15-Oct,STARLINK-4779,3.6,4:10:14,43°,SSW,4:11:28,75°,SE,4:15:30,10°,NE,,,,
,15-Oct,STARLINK-1908,5.2,4:10:14,24°,SSW,4:10:14,24°,SSW,4:13:35,10°,SSE,,,,
,15-Oct,STARLINK-1197,6.4,4:10:37,10°,SSW,4:14:14,21°,SE,4:17:44,10°,E,,,,
,15-Oct,STARLINK-4790,5.2,4:10:40,10°,SSW,4:14:22,34°,SE,4:18:02,10°,ENE,,,,
,15-Oct,STARLINK-2612,3.9,4:10:45,45°,SE,4:10:45,45°,SE,4:12:50,10°,SE,,,,
,15-Oct,STARLINK-3561,5.5,4:11:17,19°,NNE,4:13:01,24°,NE,4:16:26,10°,ESE,,,,
,15-Oct,STARLINK-2068,3.9,4:11:20,43°,ENE,4:11:20,43°,ENE,4:14:17,10°,SE,,,,
,15-Oct,STARLINK-2571,4,4:11:23,44°,S,4:11:23,44°,S,4:13:49,10°,SSE,,,,
,15-Oct,STARLINK-2059,6.9,4:11:25,10°,SSE,4:11:48,10°,SSE,4:12:12,10°,SE,,,,
,15-Oct,STARLINK-2214,?,4:11:39,33°,SW,4:11:43,33°,SW,4:15:55,10°,SSE,,,,
,15-Oct,STARLINK-3516,?,4:11:42,10°,SSW,4:14:53,20°,SE,4:18:02,10°,E,,,,
,15-Oct,STARLINK-4618,5.9,4:11:52,10°,SSW,4:14:48,21°,SE,4:17:43,10°,E,,,,
,15-Oct,STARLINK-1405,4.1,4:11:55,46°,N,4:12:44,55°,NE,4:16:51,10°,SE,,,,
,15-Oct,STARLINK-1304,6.2,4:11:56,10°,NNE,4:14:28,16°,ENE,4:17:05,10°,E,,,,
,15-Oct,STARLINK-3813,?,4:12:13,17°,SSW,4:12:13,17°,SSW,4:14:51,10°,S,,,,
,15-Oct,STARLINK-2155,?,4:12:14,15°,SW,4:12:41,15°,SSW,4:15:24,10°,S,,,,
,15-Oct,STARLINK-1265,3.6,4:12:20,70°,W,4:12:38,74°,SW,4:17:06,10°,SE,,,,
,15-Oct,STARLINK-1243,5.9,4:12:21,10°,SSW,4:16:54,31°,SE,4:21:20,10°,ENE,,,,
,15-Oct,STARLINK-4751,4.4,4:12:31,10°,SSW,4:16:37,52°,SE,4:20:43,10°,ENE,,,,
,15-Oct,STARLINK-1609,3.5,4:12:33,73°,NNW,4:12:56,86°,NE,4:17:13,10°,SE,,,,
,15-Oct,STARLINK-2734,4,4:12:34,39°,WSW,4:14:20,70°,NW,4:19:36,10°,NNE,,,,
,15-Oct,STARLINK-1245,6.3,4:12:37,10°,SSW,4:15:55,21°,SE,4:19:14,10°,E,,,,
,15-Oct,STARLINK-2496,3.7,4:12:41,65°,NNW,4:13:18,84°,NE,4:17:39,10°,SE,,,,
,15-Oct,STARLINK-3391,?,4:13:09,63°,N,4:13:09,63°,N,4:16:47,10°,NE,,,,
,15-Oct,STARLINK-4753,4.4,4:13:23,10°,SSW,4:17:23,50°,SE,4:21:22,10°,ENE,,,,
,15-Oct,STARLINK-3179,?,4:13:26,73°,NW,4:13:26,73°,NW,4:17:36,10°,NE,,,,
,15-Oct,STARLINK-1166,3.6,4:13:26,37°,SW,4:15:00,83°,SE,4:19:07,10°,NE,,,,
,15-Oct,STARLINK-3773,5.9,4:13:34,10°,NNE,4:14:55,12°,ENE,4:16:18,10°,E,,,,
,15-Oct,STARLINK-2222,?,4:13:53,31°,SW,4:13:54,31°,SW,4:17:51,10°,SSE,,,,
,15-Oct,STARLINK-4730,?,4:13:59,10°,NNE,4:13:59,10°,NNE,4:14:03,10°,NNE,,,,
,15-Oct,STARLINK-1517,3.4,4:14:05,66°,NE,4:14:08,66°,NE,4:17:44,10°,SE,,,,
,15-Oct,STARLINK-2031,4.7,4:14:09,31°,SW,4:14:09,31°,SW,4:17:52,10°,SSE,,,,
,15-Oct,STARLINK-2658,6.3,4:14:13,10°,S,4:16:43,17°,SE,4:19:18,10°,E,,,,
,15-Oct,STARLINK-1199,5.2,4:14:19,10°,SSW,4:19:03,45°,SE,4:23:49,10°,ENE,,,,
,15-Oct,STARLINK-2532,6,4:14:32,12°,NNE,4:17:09,19°,NE,4:20:09,10°,ESE,,,,
,15-Oct,STARLINK-1927,5.9,4:14:42,10°,SSW,4:18:36,27°,SE,4:22:17,10°,E,,,,
,15-Oct,STARLINK-4776,5.2,4:14:54,10°,SSW,4:18:45,36°,SE,4:22:35,10°,ENE,,,,
,15-Oct,STARLINK-4784,4,4:15:04,15°,SSW,4:18:21,63°,SE,4:22:25,10°,NE,,,,
,15-Oct,STARLINK-3668,?,4:15:08,10°,S,4:17:27,14°,SSE,4:19:47,10°,ESE,,,,
,15-Oct,STARLINK-3597,?,4:15:19,10°,S,4:17:19,13°,SSE,4:19:20,10°,ESE,,,,
,15-Oct,STARLINK-4780,5.5,4:15:21,18°,NNE,4:15:21,18°,NNE,4:16:36,10°,NNE,,,,
,15-Oct,STARLINK-2329,3.6,4:15:27,31°,SSW,4:17:14,75°,SE,4:21:12,10°,NE,,,,
,15-Oct,STARLINK-2740,5.4,4:15:30,19°,NNE,4:17:25,27°,NE,4:21:03,10°,ESE,,,,
,15-Oct,STARLINK-1622,6.6,4:15:36,10°,NNW,4:25:07,44°,NE,4:33:06,10°,ESE,,,,
,15-Oct,STARLINK-3107,6.5,4:15:38,10°,S,4:19:32,23°,ESE,4:23:11,10°,ENE,,,,
,15-Oct,STARLINK-3786,3.6,4:15:52,64°,WSW,4:16:10,67°,SW,4:20:24,10°,SE,,,,
,15-Oct,STARLINK-3308,5.1,4:15:54,23°,NNE,4:17:32,31°,NE,4:21:10,10°,ESE,,,,
,15-Oct,STARLINK-2290,6.6,4:15:54,10°,NE,4:16:20,10°,ENE,4:16:47,10°,ENE,,,,
,15-Oct,STARLINK-1565,5.6,4:15:54,21°,SW,4:16:28,21°,SW,4:20:05,10°,SSE,,,,
,15-Oct,STARLINK-1210,7.5,4:15:59,10°,N,4:24:30,26°,NE,4:31:23,10°,ESE,,,,
,15-Oct,STARLINK-4027,4.4,4:16:05,10°,SSW,4:19:55,49°,SE,4:23:45,10°,ENE,,,,
,15-Oct,STARLINK-1272,5.6,4:16:06,16°,N,4:18:31,26°,NE,4:22:19,10°,ESE,,,,
,15-Oct,STARLINK-2702,4.9,4:16:11,29°,SW,4:16:14,29°,SW,4:20:01,10°,SSE,,,,
,15-Oct,STARLINK-3148,?,4:16:19,14°,N,4:16:19,14°,N,4:17:00,10°,NNE,,,,
,15-Oct,SKYSAT C18,?,4:16:20,38°,E,4:16:20,38°,E,4:18:26,10°,SE,,,,
,15-Oct,STARLINK-2321,5.3,4:16:22,20°,SSW,4:16:22,20°,SSW,4:19:10,10°,SSE,,,,
,15-Oct,STARLINK-1611,7.2,4:16:30,10°,S,4:20:44,18°,SSE,4:25:43,10°,ESE,,,,
,15-Oct,STARLINK-1733,4.5,4:16:45,10°,SSW,4:20:36,47°,SE,4:24:36,10°,ENE,,,,
,15-Oct,STARLINK-2310,5,4:17:20,25°,SW,4:17:20,25°,SW,4:20:31,10°,SSE,,,,
,15-Oct,STARLINK-1246,5.6,4:17:27,17°,SW,4:17:34,18°,SW,4:20:29,10°,S,,,,
,15-Oct,STARLINK-3663,?,4:17:29,10°,SW,4:24:47,59°,NW,4:36:16,10°,NNE,,,,
,15-Oct,STARLINK-1123,5.8,4:17:46,10°,SSW,4:21:47,29°,SE,4:25:45,10°,E,,,,
,15-Oct,STARLINK-1681,6.2,4:18:00,10°,WSW,4:27:12,44°,NW,4:37:17,10°,N,,,,
,15-Oct,STARLINK-4076,6.1,4:18:03,11°,SW,4:18:21,11°,SSW,4:19:23,10°,SSW,,,,
,15-Oct,STARLINK-2093,7.1,4:18:05,10°,S,4:19:30,11°,SSE,4:20:56,10°,SE,,,,
,15-Oct,STARLINK-3193,?,4:18:10,10°,SSW,4:21:51,27°,SE,4:25:43,10°,E,,,,
,15-Oct,STARLINK-1899,6.7,4:18:34,10°,S,4:20:04,12°,SSE,4:21:33,10°,SE,,,,
,15-Oct,STARLINK-3923,?,4:18:48,10°,S,4:21:26,15°,SE,4:24:08,10°,ESE,,,,
,15-Oct,STARLINK-1667,7.9,4:18:56,10°,NNE,4:23:14,14°,ENE,4:27:13,10°,E,,,,
,15-Oct,STARLINK-1396,5.1,4:19:01,21°,N,4:21:09,33°,NE,4:25:05,10°,ESE,,,,
,15-Oct,STARLINK-4269,6.9,4:19:10,10°,S,4:20:47,12°,SSE,4:22:26,10°,SE,,,,
,15-Oct,STARLINK-1307,6.7,4:19:20,10°,S,4:22:29,17°,SE,4:25:48,10°,ESE,,,,
,15-Oct,STARLINK-1232,3.6,4:19:20,60°,NW,4:19:20,60°,NW,4:23:16,10°,NNE,,,,
,15-Oct,STARLINK-2148,5.7,4:19:34,10°,SSW,4:24:11,35°,SE,4:28:40,10°,ENE,,,,
,15-Oct,STARLINK-1979,6.6,4:19:47,13°,SW,4:23:32,20°,SSW,4:30:10,10°,SSE,,,,
,15-Oct,STARLINK-3683,6.4,4:19:55,10°,S,4:23:02,19°,SE,4:26:17,10°,E,,,,
,15-Oct,STARLINK-3190,?,4:20:05,39°,SW,4:20:18,39°,SW,4:24:17,10°,SSE,,,,
,15-Oct,STARLINK-1755,3.4,4:20:18,36°,SW,4:21:54,85°,NW,4:25:54,10°,NE,,,,
,15-Oct,STARLINK-3578,?,4:20:27,52°,SW,4:20:29,52°,SW,4:24:11,10°,SSE,,,,
,15-Oct,STARLINK-1734,?,4:20:32,23°,W,4:27:53,41°,SW,4:37:52,10°,SSE,,,,
,15-Oct,STARLINK-4637,6.4,4:20:35,10°,S,4:22:08,12°,SE,4:23:42,10°,ESE,,,,
,15-Oct,STARLINK-4601,5,4:20:37,21°,NNE,4:21:47,26°,NE,4:24:45,10°,ESE,,,,
,15-Oct,STARLINK-4015,5.7,4:20:37,15°,NNE,4:20:37,15°,NNE,4:21:24,10°,NNE,,,,
,15-Oct,STARLINK-4036,?,4:20:40,10°,SSW,4:24:34,26°,SE,4:28:34,10°,E,,,,
,15-Oct,STARLINK-1483,3.9,4:20:47,45°,NNW,4:22:02,71°,NE,4:26:36,10°,SE,,,,
,15-Oct,STARLINK-2007,4.1,4:20:51,42°,WSW,4:21:13,44°,SW,4:25:14,10°,SSE,,,,
,15-Oct,STARLINK-4782,4.6,4:21:01,10°,SSW,4:25:05,47°,SE,4:29:06,10°,ENE,,,,
,15-Oct,STARLINK-1437,4.5,4:21:14,42°,NW,4:21:14,42°,NW,4:25:45,10°,NNE,,,,
,15-Oct,STARLINK-4499,?,4:21:25,10°,S,4:24:11,16°,SE,4:27:03,10°,ESE,,,,
,15-Oct,STARLINK-3194,?,4:21:25,10°,SSW,4:25:03,26°,SE,4:28:53,10°,E,,,,
,15-Oct,STARLINK-1280,3.9,4:21:30,49°,W,4:22:09,55°,SW,4:26:32,10°,SE,,,,
,15-Oct,STARLINK-3446,?,4:21:32,10°,S,4:24:13,16°,SE,4:26:55,10°,ESE,,,,
,15-Oct,STARLINK-2473,5.1,4:21:54,21°,N,4:24:04,34°,NE,4:28:03,10°,ESE,,,,
,15-Oct,STARLINK-2029,5.2,4:22:08,26°,NW,4:26:59,86°,NE,4:34:15,10°,SE,,,,
,15-Oct,STARLINK-2470,7.1,4:22:46,10°,SSE,4:24:03,11°,SSE,4:25:22,10°,SE,,,,
,15-Oct,STARLINK-1576,6.4,4:22:47,10°,NE,4:24:33,12°,ENE,4:26:22,10°,E,,,,
,15-Oct,STARLINK-1366,6.3,4:22:47,10°,NNE,4:25:10,15°,ENE,4:27:34,10°,E,,,,
,15-Oct,STARLINK-2191,?,4:23:07,21°,SW,4:23:07,21°,SW,4:25:47,10°,SSE,,,,
,15-Oct,STARLINK-2714,?,4:23:16,10°,SW,4:28:22,63°,SE,4:33:50,10°,NE,,,,
,15-Oct,STARLINK-1601,6.2,4:23:33,10°,N,4:23:33,10°,N,4:23:38,10°,N,,,,
,15-Oct,STARLINK-3689,?,4:23:43,10°,SSE,4:24:44,11°,SE,4:25:46,10°,SE,,,,
,15-Oct,STARLINK-4746,6.1,4:23:51,10°,S,4:26:51,20°,SE,4:29:50,10°,E,,,,
,15-Oct,STARLINK-2440,7.3,4:23:51,10°,SSE,4:24:14,10°,SSE,4:24:36,10°,SSE,,,,
,15-Oct,STARLINK-2034,3.9,4:23:55,38°,NNW,4:25:17,60°,NE,4:29:24,10°,SE,,,,
,15-Oct,STARLINK-4143,6,4:23:59,10°,NNE,4:26:51,19°,ENE,4:29:45,10°,ESE,,,,
,15-Oct,STARLINK-4512,?,4:24:01,48°,NNW,4:25:07,83°,NE,4:29:23,10°,SE,,,,
,15-Oct,STARLINK-1076,5.2,4:24:13,18°,SSW,4:24:13,18°,SSW,4:26:34,10°,S,,,,
,15-Oct,STARLINK-2499,5.4,4:24:17,10°,SSW,4:28:35,36°,SE,4:32:50,10°,ENE,,,,
,15-Oct,STARLINK-4206,?,4:24:29,10°,S,4:27:47,19°,SE,4:31:10,10°,E,,,,
,15-Oct,STARLINK-3911,5.7,4:24:33,10°,SSW,4:28:22,30°,SE,4:32:24,10°,ENE,,,,
,15-Oct,STARLINK-4000,5.1,4:24:39,10°,SSW,4:28:19,35°,SE,4:31:56,10°,ENE,,,,
,15-Oct,STARLINK-1058,6,4:24:57,11°,SW,4:25:16,11°,SSW,4:26:24,10°,SSW,,,,
,15-Oct,STARLINK-3761,3.7,4:24:58,51°,W,4:25:46,65°,SW,4:30:01,10°,SE,,,,
,15-Oct,STARLINK-2291,3.3,4:25:03,45°,WSW,4:26:08,69°,NW,4:30:03,10°,NNE,,,,
,15-Oct,STARLINK-1612,7.7,4:25:08,10°,SW,4:33:59,25°,SSE,4:41:40,10°,ESE,,,,
,15-Oct,STARLINK-4810,4.8,4:25:10,27°,N,4:25:10,27°,N,4:27:17,10°,NNE,,,,
,15-Oct,STARLINK-2595,7.1,4:25:28,18°,W,4:32:55,35°,SSW,4:44:03,10°,SE,,,,
,15-Oct,STARLINK-4755,3.5,4:25:31,41°,WSW,4:26:46,63°,NW,4:30:52,10°,NNE,,,,
,15-Oct,STARLINK-2134,4.3,4:25:56,33°,WSW,4:27:47,48°,NW,4:32:43,10°,NNE,,,,
,15-Oct,STARLINK-3907,?,4:25:57,10°,SSW,4:30:07,32°,SE,4:34:27,10°,ENE,,,,
,15-Oct,STARLINK-2256,?,4:25:57,10°,NE,4:26:11,10°,ENE,4:26:23,10°,ENE,,,,
,15-Oct,STARLINK-2458,4.2,4:26:01,41°,WNW,4:27:36,63°,SW,4:32:32,10°,SE,,,,
,15-Oct,STARLINK-3240,?,4:26:09,48°,W,4:26:51,56°,SW,4:30:58,10°,SE,,,,
,15-Oct,STARLINK-4697,6.4,4:26:10,10°,SSE,4:27:31,12°,SE,4:28:51,10°,ESE,,,,
,15-Oct,STARLINK-1590,3.9,4:26:17,37°,NNW,4:27:39,61°,NE,4:31:42,10°,SE,,,,
,15-Oct,STARLINK-1527,5.2,4:26:31,10°,SSW,4:31:26,48°,SE,4:36:44,10°,ENE,,,,
,15-Oct,STARLINK-4525,?,4:26:34,10°,SSW,4:30:35,36°,SE,4:34:53,10°,ENE,,,,
,15-Oct,STARLINK-5044,6.6,4:26:35,10°,S,4:28:43,14°,SSE,4:30:51,10°,ESE,,,,
,15-Oct,STARLINK-1834,4.1,4:26:41,32°,NNW,4:28:18,55°,NE,4:32:22,10°,SE,,,,
,15-Oct,STARLINK-2704,4,4:26:44,10°,SW,4:31:32,78°,NW,4:36:47,10°,NE,,,,
,15-Oct,STARLINK-2657,4.9,4:26:50,33°,NW,4:26:50,33°,NW,4:31:15,10°,N,,,,
,15-Oct,STARLINK-1677,5.3,4:26:52,16°,N,4:29:34,31°,NE,4:33:28,10°,ESE,,,,
,15-Oct,STARLINK-2726,4.3,4:26:59,10°,SW,4:32:08,80°,SE,4:37:40,10°,NE,,,,
,15-Oct,STARLINK-3722,5.4,4:27:04,29°,WNW,4:31:01,60°,SW,4:38:41,10°,SE,,,,
,15-Oct,STARLINK-4295,6.8,4:27:10,10°,S,4:29:25,13°,SSE,4:31:46,10°,ESE,,,,
,15-Oct,STARLINK-1713,10.4,4:27:25,10°,SW,5:54:48,41°,W,7:44:04,10°,NW,,,,
,15-Oct,STARLINK-2408,4.2,4:27:39,35°,NNW,4:27:39,35°,NNW,4:30:23,10°,NNE,,,,
,15-Oct,STARLINK-1351,6.7,4:27:46,10°,S,4:31:12,19°,SE,4:34:38,10°,ESE,,,,
,15-Oct,STARLINK-3513,?,4:27:47,14°,SW,4:31:22,83°,NW,4:35:37,10°,NE,,,,
,15-Oct,STARLINK-1750,5.3,4:27:55,26°,WSW,4:29:23,31°,SW,4:33:34,10°,SSE,,,,
,15-Oct,STARLINK-2055,4,4:27:58,10°,SW,4:33:00,69°,NW,4:38:04,10°,NNE,,,,
,15-Oct,STARLINK-1617,3.4,4:28:16,21°,SW,4:30:51,79°,NW,4:34:55,10°,NE,,,,
,15-Oct,STARLINK-1704,5.9,4:28:17,13°,SW,4:29:13,14°,SSW,4:31:33,10°,S,,,,
,15-Oct,STARLINK-4531,?,4:28:18,10°,S,4:30:41,14°,SE,4:33:09,10°,ESE,,,,
,15-Oct,STARLINK-4494,3.7,4:28:21,47°,W,4:29:14,60°,SW,4:33:21,10°,SE,,,,
,15-Oct,STARLINK-4483,5,4:28:23,18°,N,4:30:47,34°,NE,4:34:33,10°,ESE,,,,
,15-Oct,STARLINK-4559,5,4:28:25,23°,SW,4:28:55,24°,SW,4:32:21,10°,SSE,,,,
,15-Oct,STARLINK-1449,3.2,4:28:29,23°,SW,4:30:29,78°,SE,4:33:54,10°,NE,,,,
,15-Oct,STARLINK-1420,5.2,4:28:32,20°,SW,4:29:00,21°,SW,4:32:10,10°,SSE,,,,
,15-Oct,STARLINK-3672,?,4:28:52,10°,SSW,4:32:26,20°,SE,4:36:04,10°,E,,,,
,15-Oct,STARLINK-2559,4.5,4:29:07,23°,N,4:31:20,45°,NE,4:35:26,10°,SE,,,,
,15-Oct,STARLINK-4509,?,4:29:10,15°,SW,4:29:54,15°,SSW,4:32:24,10°,S,,,,
,15-Oct,STARLINK-2743,5.6,4:29:10,23°,NNW,4:29:10,23°,NNW,4:32:01,10°,N,,,,
,15-Oct,STARLINK-2507,5.3,4:29:22,14°,N,4:32:28,31°,NE,4:36:07,10°,ESE,,,,
,15-Oct,STARLINK-2510,7.2,4:29:34,10°,SSE,4:30:17,10°,SSE,4:30:59,10°,SE,,,,
,15-Oct,STARLINK-1724,7.4,4:29:42,10°,SSW,4:35:19,22°,SSE,4:41:20,10°,ESE,,,,
,15-Oct,STARLINK-3459,?,4:29:46,10°,SW,4:34:03,78°,SE,4:38:16,10°,NE,,,,
,15-Oct,STARLINK-3991,4.4,4:30:11,21°,S,4:30:11,21°,S,4:31:37,10°,SSE,,,,
,15-Oct,STARLINK-3908,?,4:30:16,17°,SW,4:30:52,17°,SW,4:33:40,10°,S,,,,
,15-Oct,STARLINK-2686,4.3,4:30:21,25°,NNW,4:32:27,50°,NE,4:36:38,10°,SE,,,,
,15-Oct,STARLINK-3354,?,4:30:30,10°,SSW,4:34:32,50°,SE,4:38:31,10°,ENE,,,,
,15-Oct,STARLINK-2181,3.3,4:30:34,48°,NW,4:31:34,89°,SW,4:35:24,10°,SE,,,,
,15-Oct,STARLINK-3913,?,4:30:43,11°,SW,4:31:34,11°,SSW,4:33:01,10°,S,,,,
,15-Oct,STARLINK-3922,6.7,4:31:00,10°,S,4:32:59,13°,SSE,4:35:02,10°,ESE,,,,
,15-Oct,STARLINK-2486,6.3,4:31:01,10°,SSW,4:31:33,10°,SSW,4:32:06,10°,SSW,,,,
,15-Oct,STARLINK-3368,?,4:31:13,10°,N,4:31:13,10°,N,4:31:14,10°,N,,,,
,15-Oct,STARLINK-3525,?,4:31:24,10°,S,4:32:55,12°,SSE,4:34:25,10°,SE,,,,
,15-Oct,STARLINK-4181,?,4:31:39,10°,SSW,4:35:58,38°,SE,4:40:22,10°,ENE,,,,
,15-Oct,STARLINK-2432,4.3,4:31:39,10°,SSW,4:35:46,54°,SE,4:39:48,10°,ENE,,,,
,15-Oct,STARLINK-4313,5.6,4:31:41,10°,SSW,4:33:02,15°,SW,4:33:02,15°,SW,,,,
,15-Oct,STARLINK-2283,4.5,4:31:46,31°,WSW,4:32:30,33°,SW,4:36:11,10°,SSE,,,,
,15-Oct,STARLINK-1154,4,4:31:47,10°,SW,4:36:50,82°,NW,4:41:52,10°,NE,,,,
,15-Oct,STARLINK-2333,6.3,4:31:48,10°,NNE,4:33:27,12°,ENE,4:35:07,10°,E,,,,
,15-Oct,STARLINK-3915,4.4,4:32:01,32°,WSW,4:32:52,36°,SW,4:36:50,10°,SSE,,,,
